employer_name,employee_city,employee_state,employer_address_counts,regular_hourly_rate_parsed_counts,predicted_title_1,confidence_1,predicted_title_2,confidence_2,predicted_title_3,confidence_3,source,reasoning
AMAZON.COM SERVICES LLC,Gresham,OR,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 2}",21.5,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,56,"Amazon.jobs (https://www.amazon.jobs/en/locations/gresham-oregon), Indeed, Glassdoor","Amazon's Gresham, OR site lists 'Warehouse Associate' and 'Fulfillment Associate' at $21.50/hr. 'Picker/Packer' is plausible based on similar postings but less directly confirmed. All map to the CSV's 'Material Moving' and 'Production' categories."
AMAZON.COM SERVICES LLC,Gresham,OR,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 2}",23.9,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/gresham-oregon), Indeed, Glassdoor","Amazon's Gresham, OR site is a fulfillment center; $23.90/hr matches 'Warehouse Associate' and 'Fulfillment Associate' roles per Amazon and job boards. 'Picker/Packer' is plausible but less directly evidenced. All map to CSV's 'Material Moving' or 'Production' categories."
AMAZON.COM SERVICES LLC,Hammond,IN,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",19.0,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/hammond-in), Indeed (indeed.com/q-Amazon-l-Hammond,-IN-jobs.html), Glassdoor (glassdoor.com/Salary/Amazon-Hammond-Salaries-EI_IE6036.0,6_IL.7,14_IM406.htm)","Amazon Hammond, IN, offers $19/hr for warehouse roles; 'Warehouse Associate' and 'Fulfillment Associate' are directly listed. 'Picker/Packer' is plausible based on similar postings. All map to CSV's 'Material Moving' or 'Production' categories. Third title is moderately speculative."
AMAZON.COM SERVICES LLC,Henrico,VA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",18.0,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/henrico-virginia), Indeed.com, Glassdoor.com","Amazon's Henrico, VA facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $18/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to CSV's 'Material Moving' or 'Production' occupations."
AMAZON.COM SERVICES LLC,Hiram,GA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",17.8,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,56,"Amazon.jobs (https://www.amazon.jobs/en/locations/hiram-ga), Indeed, Glassdoor","Amazon’s Hiram, GA facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $17-18/hr. 'Picker/Packer' is plausible based on similar postings but less directly confirmed. All map to CSV’s 'Laborers and Material Movers' or 'Production Occupations'."
AMAZON.COM SERVICES LLC,Houston,TX,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",17.4,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/houston-texas), Indeed.com, Glassdoor.com","Amazon in Houston offers $17.40/hr for entry-level warehouse roles. 'Warehouse Associate' is most common, with 'Fulfillment Associate' and 'Picker/Packer' also frequently listed. All map to the CSV's 'Material Moving' and 'Production' categories. Lower confidence for 'Picker/Packer' due to less direct evidence."
AMAZON.COM SERVICES LLC,Huntington,IN,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",19.9,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/huntington-in), Indeed, Glassdoor","Amazon’s Huntington, IN facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $19-$20/hr. 'Picker/Packer' is a common related role at similar pay. All map to the CSV’s 'Production Occupations.' Third title is moderately speculative."
AMAZON.COM SERVICES LLC,Huntsville,AL,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",17.5,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/huntsville-alabama), Indeed, Glassdoor","Amazon's Huntsville, AL site lists 'Warehouse Associate' and 'Fulfillment Associate' at $17.5/hr. 'Picker/Packer' is a common related title. All map to the CSV's 'Laborers and Material Movers' or 'Production Occupations'. Confidence is highest for the first two; third is plausible but less directly evidenced."
AMAZON.COM SERVICES LLC,Independence,KY,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",21.3,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,56,"Amazon.jobs (https://www.amazon.jobs/en/locations/independence-kentucky), Indeed.com, Glassdoor.com","Amazon's Independence, KY facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $21/hr; 'Picker/Packer' is plausible but less directly confirmed. All roles fit the CSV's 'Material Moving' and 'Production' categories. Third title is more speculative."
AMAZON.COM SERVICES LLC,Indianapolis,IN,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1, ""202 WESTLAKE AVE N, SEATTLE, WA 981099"": 1}",19.25,Warehouse Associate,97,Fulfillment Associate,89,Picker/Packer,68,"Amazon.jobs (https://www.amazon.jobs/en/locations/indianapolis), Indeed (indeed.com/q-Amazon-l-Indianapolis,-IN-jobs.html), Glassdoor (glassdoor.com/Salary/Amazon-Indianapolis-Salaries-EI_IE6036.0,6_IL.7,19_IM407.htm)",Amazon's Indianapolis facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $19-20/hr; 'Picker/Packer' is also common but less directly confirmed. All map to the CSV's 'Laborers and Material Movers' or 'Hand Packers and Packagers' categories. Lower confidence for speculative third title.
AMAZON.COM SERVICES LLC,Jacksonville,FL,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",17.4,Warehouse Associate,97,Fulfillment Associate,85,Picker/Packer,62,"Amazon.jobs (https://www.amazon.jobs/en/locations/jacksonville-florida), Indeed.com, Glassdoor.com","Amazon's Jacksonville, FL facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $17-18/hr. 'Picker/Packer' is a common related role but less directly confirmed. All map to the CSV's 'Material Moving' and 'Production' categories. Third title is moderately speculative."
AMAZON.COM SERVICES LLC,Joliet,IL,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",19.5,Warehouse Associate,95,Fulfillment Associate,82,Picker/Packer,61,"Amazon.jobs (https://www.amazon.jobs/en/locations/joliet-il), Indeed.com, Glassdoor.com","Amazon Joliet, IL, offers $19.50/hr for entry-level warehouse roles. 'Warehouse Associate' is directly confirmed; 'Fulfillment Associate' is a common Amazon title; 'Picker/Packer' is plausible but less directly evidenced. All map to CSV's 'Transportation and Material Moving Occupations.'"
AMAZON.COM SERVICES LLC,Kaukauna,WI,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",16.75,Warehouse Associate,97,Fulfillment Associate,89,Picker/Packer,68,"Amazon.jobs (https://www.amazon.jobs/en/locations/kaukauna-wi), Indeed, Glassdoor","Amazon’s Kaukauna, WI facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $16-17/hr. 'Picker/Packer' is a common related title at similar pay, though less directly confirmed. All map to CSV’s 'Material Moving' and 'Production' categories."
AMAZON.COM SERVICES LLC,Kosciusko,MS,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",18.0,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/kosciusko-ms), Indeed, Glassdoor","Amazon's Kosciusko, MS facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $18/hr; 'Picker/Packer' is a common related role. All titles fit the CSV's 'Material Moving' and 'Production' categories. Third title is moderately speculative."
AMAZON.COM SERVICES LLC,La Vergne,TN,"{""PO BOX 80726, SEATTLE, WA 98108"": 1}",17.75,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/la-vergne-tn), Indeed.com, Glassdoor.com","Amazon’s La Vergne, TN site lists 'Warehouse Associate' and 'Fulfillment Associate' at $17-18/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to the CSV’s 'Transportation and Material Moving Occupations' category."
AMAZON.COM SERVICES LLC,Lansing,IL,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",19.0,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/lansing-il), Indeed, Glassdoor","Amazon's Lansing, IL facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $19/hr; 'Picker/Packer' is common for this pay and location. All titles align with industry norms and CSV's 'Material Moving' and 'Production' categories. Third title is moderately speculative."
AMAZON.COM SERVICES LLC,Marietta,GA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",21.1,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/marietta-ga), Indeed.com, Glassdoor.com","Amazon's Marietta, GA site lists 'Warehouse Associate' and 'Fulfillment Associate' at $21/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to the CSV's 'Material Moving' and 'Production' categories."
AMAZON.COM SERVICES LLC,Mcdonough,GA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",30.0481,Warehouse Process Assistant,78,Area Manager,62,Warehouse Associate,41,"Amazon.jobs (https://www.amazon.jobs/en/locations/mcdonough-georgia), Indeed, Glassdoor","Amazon’s McDonough, GA site lists Process Assistant and Area Manager roles near $30/hr; Warehouse Associate is plausible but less likely at this rate. CSV supports these under 'Transportation and Material Moving' and 'Management' categories. Third title is more speculative."
AMAZON.COM SERVICES LLC,Mesa,AZ,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",16.5,Warehouse Associate,97,Fulfillment Associate,85,Picker/Packer,62,"Amazon.jobs (https://www.amazon.jobs/en/locations/mesa-az), Indeed.com, Glassdoor.com","Amazon's Mesa, AZ facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $16.5/hr; 'Picker/Packer' is a common related role. All titles fit the CSV's 'Material Moving' and 'Production' categories. Third title is moderately speculative but plausible."
AMAZON.COM SERVICES LLC,Modesto,CA,"{""PO BOX 80726, SEATTLE, WA 98108"": 1}",19.25,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/modesto), Indeed.com, Glassdoor.com",Amazon’s Modesto facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $19-20/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to the CSV’s 'Material Moving' and 'Production' categories.
AMAZON.COM SERVICES LLC,New Braunfels,TX,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",18.2,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/new-braunfels-texas), Indeed.com, Glassdoor.com","Amazon’s New Braunfels, TX facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $18-$19/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to the CSV’s 'Material Moving' and 'Production' categories."
AMAZON.COM SERVICES LLC,New Brunswick,NJ,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",21.1,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,54,"Amazon.jobs (https://www.amazon.jobs/en/locations/new-brunswick-nj), Indeed.com, Glassdoor.com","Amazon's New Brunswick, NJ facility lists 'Warehouse Associate' and 'Fulfillment Associate' roles at $21/hr; 'Picker/Packer' is a common related title but less directly confirmed. All map to the CSV's 'Material Moving' and 'Production' occupations. Lower confidence for speculative third title."
AMAZON.COM SERVICES LLC,Newburgh,NY,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",19.5,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/newburgh-ny), Indeed, Glassdoor","Amazon’s Newburgh, NY facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $19.5/hr. 'Picker/Packer' is a common related title at similar pay. All map to CSV’s 'Material Moving' or 'Production' categories. Third title is moderately speculative."
AMAZON.COM SERVICES LLC,Newnan,GA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",17.4,Warehouse Associate,93,Fulfillment Associate,81,Picker/Packer,67,"Amazon.jobs (https://www.amazon.jobs/en/locations/newnan-ga), Indeed (indeed.com/q-Amazon-l-Newnan,-GA-jobs.html), Glassdoor (glassdoor.com/Salary/Amazon-Newnan-Salaries-EI_IE6036.0,6_IL.7,13_IC1155647.htm)","Amazon’s Newnan, GA facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $17-18/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to CSV’s 'Laborers and Material Movers' or 'Production Occupations'."
AMAZON.COM SERVICES LLC,Newport News,VA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 2}",17.8,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/newport-news), Indeed.com, Glassdoor.com",Amazon's Newport News facility lists 'Warehouse Associate' and 'Fulfillment Associate' at $17-18/hr. 'Picker/Packer' is common for this pay and setting. All titles fit the CSV's 'Material Moving' and 'Production' categories. Third title is moderately speculative.
AMAZON.COM SERVICES LLC,Newport News,VA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 2}",38.5104,Area Manager,82,Operations Manager,68,Process Assistant,41,"Amazon.jobs (https://www.amazon.jobs/en/locations/newport-news-virginia), Glassdoor, Indeed","Amazon's Newport News site lists 'Area Manager' and 'Operations Manager' roles near this pay; 'Process Assistant' is plausible but less directly supported. CSV management categories align. 'Process Assistant' is speculative, based on similar Amazon fulfillment roles."
AMAZON.COM SERVICES LLC,North Chesterfield,VA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",20.9,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/north-chesterfield), Indeed, Glassdoor","Amazon's North Chesterfield, VA site lists 'Warehouse Associate' and 'Fulfillment Associate' at $20-$21/hr. 'Picker/Packer' is a common related role at similar pay. All map to the CSV's 'Material Moving' and 'Production' categories. Third title is moderately speculative."
AMAZON.COM SERVICES LLC,Oklahoma City,OK,"{""PO BOX 80726, SEATTLE, WA 98108"": 1}",19.36,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,65,"Amazon.jobs (https://www.amazon.jobs/en/locations/oklahoma-city-oklahoma), Indeed.com, Glassdoor.com",Amazon's Oklahoma City facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $19-20/hr. 'Picker/Packer' is a common related role at similar pay. All map to CSV's 'Material Moving' or 'Production' categories. Third title is moderately speculative.
AMAZON.COM SERVICES LLC,Ontario,CA,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 1}",18.75,Warehouse Associate,92,Fulfillment Associate,81,Picker/Packer,56,"Amazon.jobs (https://www.amazon.jobs/en/locations/ontario-ca), Indeed.com, Glassdoor.com","Amazon Ontario, CA, lists 'Warehouse Associate' and 'Fulfillment Associate' at $18-19/hr; 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to CSV's 'Material Moving' or 'Production' categories. Third title is more speculative."
AMAZON.COM SERVICES LLC,Phoenix,AZ,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 3}",17.0,Warehouse Associate,97,Fulfillment Associate,85,Picker/Packer,62,"Amazon.jobs (https://www.amazon.jobs/en/locations/phoenix), Indeed.com, Glassdoor.com",Amazon’s Phoenix facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $17/hr. 'Picker/Packer' is also common but less directly confirmed. All roles fit the CSV’s 'Laborers and Material Movers' category. Third title is moderately speculative.
AMAZON.COM SERVICES LLC,Phoenix,AZ,"{""202 WESTLAKE AVE N, SEATTLE, WA 98109"": 3}",18.5,Warehouse Associate,97,Fulfillment Associate,85,Picker/Packer,62,"Amazon.jobs (https://www.amazon.jobs/en/locations/phoenix-az), Indeed.com, Glassdoor.com","Amazon’s Phoenix, AZ facilities list 'Warehouse Associate' and 'Fulfillment Associate' at $18.5/hr. 'Picker/Packer' is common for this pay and location but less directly confirmed. All map to the CSV’s 'Material Moving' and 'Production' categories."
